# Dataset: ../dataset/CRC__ThomasAM_2019_c/ThomasAM_2019_c__species.pkl
# Dimensionality: 10000
# Number of levels: 1000
# Max retraining iterations: 10
# Accuracy threshold (stop condition): 50.0
# Accuracy uncertainty (percentage): 5.0
# Run ID	Group Size	Retraining	Accuracy
e53d9c6264a121ef04aa8286aa8df7a9	386	2	93.75
796a3a69272235d62bcfafaf1a3a94fa	386	1	93.75
81e426e9e8198fa8290e874613673b9c	372	1	93.75
46ce3cfe72e278d2006fbb394fd5e1d9	372	1	93.75
ee352e8135077cea96e83ce76d0e0a23	372	1	93.75
0ba4975eb6c0a8e89a8689f8109a5f83	372	1	93.75
536ca91e8205b566989eda64e6bd4158	372	1	93.75
0f36539ffe1c19ee27967b4a8d80f175	372	1	93.75
def358d8419ec70ff28e1f95da07ea82	372	1	93.75
483b3a5f6205da647891c359a3122851	372	1	93.75
3514fe06c39837aa96726b96cdca1894	372	3	93.75
c4bdbc005398f8bda0882c8b311cf27e	372	1	93.75
aaec78136448b71c447fa0ac39563106	372	1	93.75
0a4a980108017e9fb49dc68fed277f1f	372	1	93.75
67bd7b47d994e15fce30717e978b1868	372	6	93.75
4455acb014063d5a124db61c9b24f83d	372	1	93.75
81fa621a303e531ece8e4339b5886d17	372	1	93.75
a24e2c56331141dc622835fd8c423e0b	372	3	93.75
16a059b9027b826769aa9869979c5a82	372	1	93.75
b4ca1bd55ea453285d022f6b38064efd	372	1	93.75
c57db4a1b8558d2d5e58b9a30a4d3b4f	372	1	93.75
08fc0f6c868393a58111066505a7f6c8	372	1	93.75
fc4d3b6289ddea81e866d04e1c76c304	372	1	93.75
0cbaae8089ab9bebfe44c6b078eb7f71	372	1	93.75
b58d57b1f0d0f37b86f7c75d6cb23caa	372	1	93.75
9aa78382f6b39f28120e00d93fd103fe	372	1	93.75
de1502a004eb755372bdcf487ee97daa	372	1	93.75
91b7b9ed726cd5c3530f6e20404ec5a1	372	1	93.75
905012088d61d282a8e7571511d57141	372	1	93.75
a2e4bbc33c9cd1e5c506f3a64851ef70	372	1	93.75
5b06693d4e3243908142b669f03321e7	372	1	93.75
796760cb0e1cdb517d965bbfa73ccb63	372	6	93.75
27c644b3ac6b4349d7559d84c9ad0ea8	372	1	93.75
3b6290ef899627849a68ab0ca7d9e3d6	372	1	93.75
5ebf7b8334f1aaf88548a9aa53bed182	372	1	93.75
98be756e8037032b6e41b15a4460f117	372	1	93.75
b5377601ee7eb58f08d8bf98a6eaabc7	372	1	93.75
1c8964366d082c41b8b9299ff3939d5a	372	1	93.75
f6d0c48f6749f38b72cdca0290552183	372	1	93.75
3766ecc8ea8dd4153358b7f4d1c615a5	372	1	93.75
aa0d5e47cafb4d3e30774dc865fd8d1a	372	1	93.75
be3d31205bb8f1e7731a0c037dfea920	372	5	93.75
e0c30f7bc0ebbd4f81d63f33dd07841a	372	1	93.75
853a4d91ebe3866a3b32b95c5695bed9	372	1	93.75
80fbb2750888e56e1abf7b1698938136	372	1	93.75
403322a1a100899c2867ae566dbb365e	372	1	93.75
e9846e58f42f2de9b0a81b7507202bde	372	1	93.75
f63551b86cd72c31447e96b3b8292e3a	372	1	93.75
aa844613a469a59de2ce8d81664163ce	372	1	93.75
949e5ac335db7f39c1ad03369116cbf9	372	1	93.75
6c0619e40e03319b1e891e361b9d703a	372	4	93.75
53e56e3b4c96581cb68caed3d942be46	372	4	93.75
d82fb6a3ec588cb0af96bf4891dd480c	372	1	93.75
02c64eba7eaef1e5d26c5c848c42e51c	372	1	93.75
119439eccd07e3fd406d40d4279d2078	372	1	93.75
e7334c9b6de934ef2bc226c3f0f7351c	372	1	93.75
95d4fe145e8fcb76b6834ed5f3b75352	318	2	93.75
bef123500d14f5e94567e8e8e00caa0a	318	2	93.75
b168993c05906f0d7bf17aeeaaa358e4	318	2	93.75
73a36cd19acb54a8e7633bc8b485a2b3	318	2	93.75
deb2acce19ee35b46384ed3318780ff4	318	2	93.75
09fa9633eff2a44592f24b8784709eb1	318	2	93.75
ed1b9b0b9916eeadcadcb0c93b2f1b8b	318	2	93.75
bf6a4019256298aeca6aa11e00625c41	318	2	93.75
1a3c8b16391efde40239e57124480f23	318	2	93.75
ad1396166575db9657f1feed619da936	318	2	93.75
13e87b8e283b7f4e8dc902e96066458f	318	2	93.75
4f7a99638a33169b934bd5e002acada9	318	2	93.75
24e1b9adb2962b59822d5484ed98601a	318	2	93.75
95f1534be0e0404f4723dcc91e51ee0c	318	2	93.75
5e23b084cf4e645ada4177c0de6cd0ee	318	2	93.75
0a080daf2d045665efa1946253ee485d	318	2	93.75
d0d29e867ac17d60b52ff841c9165e08	318	2	93.75
f2e0c4cdcb964e927ac73388f7c0c8eb	318	2	93.75
a0a24df658d72d6d503456ba942f4b72	318	2	93.75
3744673fbd5f4a6e0fbc174f6c22e309	318	2	93.75
a87e170cc452edd0dbed98f24ae586d6	318	2	93.75
9987650956e3503cc147b788e6734a1a	318	2	93.75
4d533210df2b0900b3f0ea251344dc64	318	2	93.75
72718e21c9ee480bf2734a200c465bf4	318	2	93.75
abb83da4dc87d1a51fca2c5a22959983	318	2	93.75
cecf4de94783cecaef23f4f2490af567	318	2	93.75
6e9ee0b63a39a55498abfcdb2a85eb16	318	2	93.75
f1d2c47be5da9acd3852a14e91d4f8a7	318	2	93.75
85dca004f37201ac206deb0ea49a287f	318	2	93.75
175bff2bcb0c36fc037b6a54506992dd	318	2	93.75
83a9425572d5e090a071d363529a492c	318	2	93.75
36f4ec66e760e206c9e2de04c7cec232	318	2	93.75
649c4994ae7e76df77bc80622886d37d	318	2	93.75
99180aff0340168ecb8681a1ed955ef0	318	2	93.75
f569a2e7e84f89095b843f7ebf269b66	318	2	93.75
f86f96b9bd120e2536768d9ff7160596	318	2	93.75
c492ea770b69277d57ad603f5d3c3f8e	318	2	93.75
6a0c27ad67b9f6421e79f64b1ac59a92	318	2	93.75
e3b33170385ea41fd7e47b98f3766898	318	2	93.75
238fda920acc9cd7c8c4f5a9c1898a7f	318	2	93.75
929041445f61e8b2c8ca7f104c0b18cf	318	2	93.75
ba99a5d5b46d6ab1d76bd65ae72576c6	318	2	93.75
cf304a6924160a5775152af449b6b726	318	2	93.75
43654ec509afc238dcf64705306fc23a	318	2	93.75
741e2be028d338a6984893f45dbf511d	318	2	93.75
d88332b1b41005c15d1ba9d426a8f214	318	2	93.75
7ce86c09e4c9e2f2216c02949771c28b	318	2	93.75
64780373fc66209fa671be8bd0ecca64	318	2	93.75
09c510345ff6e7e0ae14bb973a70161e	318	2	93.75
253b7bcd9d24bf0e4047dd00351be458	318	2	93.75
b0dad7b97de05ba7895d6af9caf84846	318	2	93.75
71a68b03d73f896a72c35b9b608b3aca	318	2	93.75
379e9f32ce8cf5571b3c02f560f5cb74	318	2	93.75
33785cfffd562e4775f2b1aaf17d2eef	318	2	93.75
bec3d8a57f51b93b80f7ea5430f3498a	318	2	93.75
35533a38988a899e5e671f9793a8bfb7	318	2	93.75
a5a8a669f86885f9fe4abaa512c38a4b	318	2	93.75
4475584d8f9e2a439becc999dfb2cabe	318	2	93.75
7f9f96f05579241d6078e34a6dd25409	318	2	93.75
c4186c63f76fe5c32485390a6bf6daaf	318	2	93.75
085aa0b6c8bac56f80d0b120afe007c0	258	1	93.75
72959e857225446a272c2a3f940aaa29	257	1	93.75
24cfe9200a1864840b23e6f60d28c303	257	1	93.75
9ca136aacbbb6b7615b42541725b77b2	257	1	93.75
42621b7edda6f223957b02a6fd35fe87	257	1	93.75
5d2bcd7c33c650ececc292945dd81179	257	1	93.75
07a6b4720370cc664e30875a26a3acc4	257	1	93.75
535d850301b7d9306ef4f0cfcebd55ea	257	1	93.75
1c987cc45a7af279728ec6249c2b1ad4	257	1	93.75
4e3ee5688077ebb46fcd1c0058963179	257	1	93.75
9ba28f276a4d96cbce8b1a583a06e626	257	1	93.75
9ee2c4432b47c5552e6fb08b372d45eb	257	1	93.75
d73a17198e342d4cc990a8998778ebf1	257	1	93.75
5c01d1b40f09579ee553302ccc53aca8	257	1	93.75
7aae1667079664299f61ee4a0df43bad	257	1	93.75
6ccc3978bf07f3b2c475a4b4d82f8583	257	1	93.75
b2012fcefc5851d85af59d1fab9be096	257	1	93.75
ce281e4463fb1d59c6a4f2e43183f28c	257	1	93.75
95bfdde8fbd3f4f70895cd3ddf5ba04f	257	1	93.75
6a949184450d866f141bcebe221ee3b7	257	1	93.75
7eb08e663096648b0f076c0341fbae7c	257	1	93.75
4147d8c94278df71b7ba2ed0e0a2e7d1	257	1	93.75
731ee926b42d7b13c21e336369716d9c	257	1	93.75
607fcb849f345b70d680db41a75301e1	257	1	93.75
1ab176919d6f3b35a73e61da6f34ee0a	257	1	93.75
7ff555fbe1ae29a365a585dc6388d758	257	1	93.75
94a770b9d236d5ebb02fb9b3b177e73f	257	1	93.75
6c2184f040d33767d0d5eb7b0bcd179f	257	1	93.75
d8c55cda7f81ef2eb66c98c2386b5eb4	257	1	93.75
235c4b3b8a5047582bedb16d3a26a271	257	1	93.75
761478121e0c880d83df68b7f203cada	257	3	93.75
91448b826f2c156a166eb44a70f5acc2	257	1	93.75
40c8282e9490e59fe18aeaaf2b86410c	257	6	93.75
b940a891d40895573008161e35f0baf6	257	5	93.75
55a17847497c5a1c4ae748593b562f8b	257	1	93.75
aad857c93da7cd0f7c3300c4b0effe54	257	1	93.75
660c9a5f71019ca0ed681dce15b670a0	257	1	93.75
a769e912f4ff484b43fdb17f23e2b238	257	1	93.75
544052d2a97597ad215debe63c3f80f9	257	1	93.75
63add99b87df96e8f08b3f1ea796e745	257	1	93.75
8d54402b4a63ad28cb6f58cf74c04267	257	1	93.75
4baf6e4b4813fa98735b2d51fc8e0368	257	1	93.75
724f8179e2a671866f227b8eddcac891	257	4	93.75
f86f7b6cb7930706d94581a646d9a24c	257	1	93.75
5305418d9f1c9bc17c92b33eadf9c0a2	257	1	93.75
bb188ac2477f5086f2a160c8458e8114	257	5	93.75
992bd2075385078f386390c2900ec1ed	257	1	93.75
46fb2867524d71c2f1b6d7c81a108f33	257	3	93.75
812f6b64500612a4f528fcc070f0d6d2	257	1	93.75
d3eeea3587fcad5d0ac866151c06647a	257	1	93.75
f48bf914dfd14fc3c5c8d42a3fe8d2cc	257	1	93.75
a0091526b6648165673cb4b7591e78d6	257	1	93.75
3a615ccb45e8045969d8247735194c8b	257	1	93.75
486dd5db870225c7d30c6b5f89d67b28	257	1	93.75
8715ace72d3bb2305454b3fe0bf38371	257	1	93.75
9981c6ff96c31f79479c6ebf52365ec7	257	1	93.75
07352977b81e440620e1639517a2a165	257	1	93.75
6533d5977fb56aad11a03630820478ec	257	1	93.75
3b2153350802b6fcf3e5fcbce334e9ba	257	1	93.75
bc31cc865ab5b9e3c7777a40266c4197	257	1	93.75
51f9911e2c568e964f5b48c2cd3e8898	257	1	93.75
e211a61ec654f594aac99039dbc4a0fd	257	1	93.75
4941a4dad87c7ea3c8f7a93dee5bd1e6	257	10	93.75
64ac20d8c3d66a2c1d7a2dd5e7a16ba8	257	1	93.75
73588007ba11b7e44512f609dd38dd0f	257	1	93.75
9ac8687418f15763fab557c63e12e97f	257	1	93.75
150e89d59525d924189950fa5a2c0736	257	1	93.75
c08db57ecf73494a46645f383aa3881d	257	1	93.75
44be435f4b9606fda29c811dc573399a	257	1	93.75
43b5a5fd37899ea70ee5231b2c746d9d	257	1	93.75
0308df54fff0f157e7a713275a870ad2	257	1	93.75
7471f5833048c3f873a69d0c23bae56b	257	1	93.75
8991e2a2a1138668d2fbce68cc5b6204	257	1	93.75
e1fe7578c61c30f4ebeaf0e0e34d25cf	257	1	93.75
c6ab215d808d7d887fe72156e68b3705	257	1	93.75
e984f582292ca42ecb0f7b0ddbe4f053	257	1	93.75
7fdeec12af24b659bf0a5a14e63a8655	257	1	93.75
075532fdbcd12366ab3381b67caa9f1f	257	1	93.75
6a5e8e06501e5117a527b3dda9e688d0	257	1	93.75
56115000b50a773b3690ca9eb6906598	257	1	93.75
ea866a3a44d3c2599eabb5bd114eb13e	257	1	93.75
29edcf50db18dbf94c2364f5d6900aa6	257	1	93.75
1c82e4de4328f1f8e426d2e5a049015b	257	1	93.75
77b887205e7151b1dc433f3adb924f77	257	1	93.75
021864a56f1b48ed0e5920dcd22bd873	257	1	93.75
a1d8731a0ac4e2621237d965bf185827	257	1	93.75
8a29b0f9b5f7d37797df55cafafddca4	257	1	93.75
cee31f5609390baaffe032f8b7b8cdb0	257	5	93.75
65a968928b582b5edfb897b52afe13c6	257	5	93.75
ac60e80a7d0fc9667bb720b43f9a207a	257	5	93.75
1481b04aa4acab8bb1082c7d501f6922	257	5	93.75
b45c9901320016c1d5d288260cdb3902	257	5	93.75
c50f1bcb5a9e0bf347d389673dcf6393	257	5	93.75
94efbd18186a999397618d5488c916d0	257	5	93.75
de62e683f8e8ba04ec1b3aa51cf57277	257	5	93.75
00b3cceee214393adc930bfb5bced28c	257	5	93.75
f12cf00005b263082147cf5734e36c12	257	5	93.75
007968ac3a66471af0ceffa7ba3a5bf1	257	5	93.75
fa9cce6e55b15591195b69f2bad51838	257	7	93.75
7cabeeeb84954a18e28641b9e7a2f541	257	7	93.75
82ec4507da1b897f8a1071bdabaf245b	257	7	93.75
29a658207702156f8ace60c0ea261f29	257	7	93.75
c7b54e59d2a1e907af18ce2df4c78130	257	7	93.75
b39812f45c707f025df21facc1644e47	257	1	93.75
a6b18d0dd0501838f94ffdf7e6ec6998	257	1	93.75
46d0570c3259c0ea6abe3b51ef9ace67	257	1	93.75
fdd05227b237b590d9576e621c4124d7	257	1	93.75
b89bad08847c4019686adca38c617d18	257	1	93.75
c709fb7f6b8daa11f6fe5677edcaa751	257	1	93.75
96709879db67a64b544f0ccc5cf72383	257	4	93.75
0b1f43aa7baa3757c64419c37324687f	257	1	93.75
f8536b76f833cd88aa45c8b15c1c48c9	257	1	93.75
847133f7754a8ed7506b5dbb92f14397	257	1	93.75
f16c64f208b5bee74a87f1c634893175	257	1	93.75
ea2b9632b273dc4ca3c0140b2091f34c	257	1	93.75
4b063d3d5797ab06050d1d3fcd5c32c0	257	1	93.75
6fb353356136eae22ae9b11e223e2d1e	257	1	93.75
d3b63de66fe8dee5e8004bd48e23244f	257	1	93.75
af34fc9d40e56aebe5d89fc4091cb8ef	257	1	93.75
b85db815683178a5fb14ed686944b790	257	1	93.75
1e0b403adbfe2be11db92ed3e7188eed	257	1	93.75
df61c217e4787a4135ed9aa2de9f07ee	257	1	93.75
8b3749510335377c25bbfa1e3121481e	257	1	93.75
a2ec4f5135eb358bf2951bb4aef324b1	257	1	93.75
2d175f43866074b6a90ad2f4a921a140	257	1	93.75
3d16536b5211f5e4002a1fdbb8a378e6	257	1	93.75
131bb2a3fcab2374229c55b72e2b18e7	257	1	93.75
7e8d00d3fc5e5f654ae01a9ac843bcba	257	1	93.75
bcfc3743e4ffe5e6e916c98780dfacce	257	1	93.75
2a20b95d38bad0b4bef9b14daffb7f75	257	1	93.75
ca79510afa1729210c46c0ab1b115e30	257	1	93.75
4bea5f247093b42793c0b0661acaf1d4	127	1	87.5
6be96e8adc85ad9e99f7a996c4da504c	127	1	87.5
43e4628524e32377a0dd3ddc6d6d9ece	127	1	87.5
66d0226cb64d7d17e9aecaa6068a266c	127	1	87.5
f59df2d0c9b9950625a782bcf3585432	127	1	87.5
0144f3d862eec4d5cf85dbfe9a562707	127	1	87.5
429ef88081185c9da8bf196d60b52f71	127	1	87.5
3ec8cec7b8fb50b63eefe0f9b63c2c68	127	1	87.5
b709e18f9e6e330ed3994ed8e760a38d	127	1	87.5
9012326b255542e95416bcbfc9a9b812	127	1	87.5
f83dfec8fd600366383c681c369238f1	127	1	87.5
e1ab9d7c5a944e18fb638124bd089609	127	1	87.5
bbccb18fa16f3937c8a87a12ac689992	127	1	87.5
a6acb39cd5eeac054f8f6d05a9a5c659	127	8	87.5
6b034053d89ed81444538e8dde0927bc	127	1	87.5
edea39d77b41e7b2f7b21a348be154fb	127	1	87.5
b44fe1f7c10546ad9aaf6ce0af95aa83	127	1	87.5
78f9f179041a737f5f682fb299dab68d	127	1	87.5
3ae89e328669e595cc583628627ec455	127	1	87.5
391d67406165b7399a8d61981ae03ec6	127	1	87.5
816cddc2fd21ba12b8e88a0f22a0fa06	127	1	87.5
754f056e511f7cddf598ef39d0a0afbe	127	1	87.5
bfe92ee6fe9928a6e7b181f064444240	127	1	87.5
6d243952a05eda423d3b0fc749033ee2	127	1	87.5
0fcff5c50d9135790b578386d133ba9b	127	1	87.5
f11b8c873b67718ad54835a676d7acd9	127	1	87.5
5b1e69627543ebb60b303842b3b3ec71	127	1	87.5
aca07f945688ae5ea7033f82afc2f2a4	127	1	87.5
64cb6d4a59eed3aee11b3c49dcbb709d	127	1	87.5
8dde1004ca5918b8675605557e757048	127	1	87.5
c20ceb73b5c01daf739bf4e91bfd5b1a	127	1	87.5
e60e0b5dd81f59dabf86183ec141161d	127	1	87.5
da8a3e255d73cda0754fb37e6a3614b8	127	1	87.5
02cae49643d799d66d6e640fbf5c50f6	127	1	87.5
e8ef9fec3b2bae15abc27bfe60456119	127	1	87.5
13be11da27d31f36933f8ecb9b34c4b7	127	1	87.5
8ab0fc91549b34dc7231a5b81fb81d0a	127	1	87.5
fb0da65bf4add4f163a017885c0d678a	127	1	87.5
2989e313a73affb35c2683d4b7b06a57	127	1	87.5
fd714ed68976d8090483d304dce63b28	127	1	87.5
bd93224adee9062e47a3fb2d19a56431	127	1	87.5
d5cc72325093c5a3dabb606ef21f9efa	127	3	87.5
b9e2e2466f9527653cb140418795cde9	127	1	87.5
22f35e6a1b0b6295ce5c3eb10bc17500	127	8	87.5
23e2bd10875da8f29dda27407f196077	127	1	87.5
f62f58071f2b94724e70a9af5e49b5fa	127	1	87.5
6b52123eb54f71851047b4c8047b9453	127	1	87.5
c80937cc8a5e380bbe290eb39fbd1c99	127	1	87.5
21e61edb0c83bc63f55bd61d03cd064c	127	1	87.5
57eedd699238f7af06563336b8868514	78	1	87.5
74d33c0bba3622fb0b4d2cb3976fde1c	78	3	87.5
7a50389f1c6f49495bc23e39f4d5c70c	78	1	87.5
