# Dataset: ../dataset/CRC__ThomasAM_2019_c/ThomasAM_2019_c__species.pkl
# Dimensionality: 10000
# Number of levels: 1000
# Max retraining iterations: 10
# Accuracy threshold (stop condition): 50.0
# Accuracy uncertainty (percentage): 5.0
# Run ID	Group Size	Retraining	Accuracy
13f466c95729c33bdcd2f931fa936b7c	78	1	87.5
f24ad098a63695a42c17d6da3ac20a98	78	1	87.5
daff1c7bdbe02b1231927f99da42892c	78	1	87.5
079b99d53600541d30ef8ce8a15987b2	78	1	87.5
06251083ecdda34f8c3407364f9ee602	78	4	87.5
0a053933e2a18b0d6512b0b2aedc9119	70	6	93.75
c8385babaa8276b49c68e6f948a6df2b	70	5	93.75
a508a48e1e40fa3f29b62ec4c42f26fc	70	6	93.75
00d7b0dc06347a9bbd3a383092129f5f	70	10	93.75
093bc9dc64207818f19022e115b45014	70	4	93.75
eccfdbca0fd1f067113ea924061f563a	65	6	100.0
8aeef3d308401f8b74b678c061407141	64	7	100.0
982fb3299514f519b9b2971328874c21	64	10	100.0
a8a6fbf873d287c066184360c58b8537	64	8	100.0
fa9bb7af443f84d2861a5ae0d0ec9f18	61	5	100.0
675a0d1e0334bdc189fae5f609fd4c39	61	5	100.0
5687ca8fba706d41c1c324d34123618e	61	5	100.0
36af5e662ec404407dfce681db71d1c7	61	5	100.0
5dadc6d6811168885f5ce4af0a8fd106	61	8	100.0
3737eda7b5834cf4b0b939db49f934ae	61	5	100.0
e0ccb95d7e4d66a247534b7259de2d2c	61	5	100.0
5c636864559124c292902d2a7ff44555	61	5	100.0
82c289e41489bb4691f4338810d49702	61	5	100.0
884ef40743c432438b29be68ea614709	61	5	100.0
8eb14d34fea1f78625aada94a75deb94	61	5	100.0
e022ec5b3c570c1e43cf445e72c559cc	61	5	100.0
5ac980bdcf5ad51495309514f08560bc	61	5	100.0
417c88b43493cc9cc93f220e99c27ae0	61	5	100.0
89509f131ab5aa83ce2c2a177d3e9a94	61	8	100.0
1eb2499b0c4354bd35925ee855a1e56c	61	8	100.0
9f40501ced9dd4d4ecfe16188bc7e0a6	61	6	100.0
9d284030c6acac9875a55b32c34fa185	61	5	100.0
29dab0402090bb99a4e4218ee97de6b2	61	5	100.0
5cc583d6365cdbc729ce3bd01a59eaa0	61	8	100.0
92d87d997bf9faa49c7d556a091d86ae	61	5	100.0
3987f15f0a7143d34486cbb3a0a4b997	61	5	100.0
8c4939041b034188acc1248db6bbf244	61	5	100.0
ebb8d3bdb410448f1c19317e47c3449e	61	8	100.0
668ccb9cff9ddd56a0e0c7a7196e41fc	61	5	100.0
6c71e17f305a37b8d3ee658cb5d9ee8a	61	10	100.0
ab90a93c7338b7336ba8bf7a7d3e3118	61	5	100.0
7d7252adcdf2b3e77cbe8e58ce60a5d1	61	5	100.0
0a3c682f84cd75e8c4787cd78d7ba1b9	61	5	100.0
cd9f718752f36870de14feb3e5a9c909	61	5	100.0
10f9306cfc475690bfb0fc0f67b02971	31	10	93.75
ed629622866041fe72a56d6b4adca9a1	31	3	93.75
adce561fd2bebac6f3eb0462f05d6a3a	31	4	93.75
c6910d340759e057dc42980b31ab8d1f	31	1	93.75
5da2beac7b6aae42689bf5850c21d138	31	10	93.75
009d50ddcc1de75cc4f6bce62afe2826	31	8	93.75
563814c5341e4008f4ef6fb2d58dce50	31	10	93.75
93cdfe97f81243bf69d1b191873d1158	31	1	93.75
2aa19675da9e12023254ef4b30731128	31	7	93.75
c3af596fe8e85480388deda37f398fd4	31	6	93.75
a71e633e356df1f89c407cdc62d0ec86	21	3	100.0
8475670e55b9804a41e403d1fd830177	20	2	100.0
fa7b491bda20ccc9ac39a4b9698d90a1	19	5	100.0
ad1c77993340677c619cb175c1386583	19	2	100.0
9c11ec3332c19390a38f3248f8df0795	19	3	100.0
848e21a46a20a93454d3c863fc22de48	19	2	100.0
c1114f8041d07edc173e6e65ea51dbd4	19	3	100.0
d326fbf9a38fb2bb5339adc486d60525	14	7	100.0
32d51680fc1a38ccd716fc74d6aa7745	14	3	100.0
581dbc7c3cbf6763154bb291938f4aeb	12	1	93.75
715ca6436764cee17245eeb2287584c8	12	1	93.75
753fae6498125b228d2e73a6e167544e	12	10	93.75
fb54f5e92fc7911439167d891c3f25b1	12	1	93.75
63a87c94c7eb8e574bcd4711dfe1ea25	8	1	87.5
ffd0cc9da666aa20c08cf16261c62d3d	8	2	87.5
430f512412b21268791f6568686ac8ba	6	1	75.0
d44e7bac36fceffd89607cf26604123c	6	0	75.0
5b986afde6471859fdeadd896f490890	6	0	75.0
f894567ef0796315a09771dd2ea8194d	3	1	68.75
ac5c026d397e8dcabddc19b245e8471b	3	1	68.75
232f37e81df91440ea50c2d83f4a8fc4	1	0	62.5
